NAMA,MQ135,MQ2,MQ3,MQ6,MQ138,MQ7
rGed-L,1850,77,4824,62,1049,133
rGed-L,1409,44,4608,14,676,30
rGed-L,1835,77,4804,60,1043,128
rGed-L,1807,76,4761,57,1032,118
rGed-L,1361,45,4322,25,718,50
rGed-L,1376,46,4347,26,723,53
rGed-L,1390,46,4367,28,728,56
rGed-L,1406,46,4389,29,733,60
rGed-L,1449,51,4454,29,782,61
rGed-L,1463,51,4476,31,786,65
rGed-L,1470,52,4487,31,787,65
rGed-L,1484,52,4509,33,791,69
rGed-L,1500,52,4532,34,796,72
rGed-L,1623,59,4591,45,896,94
rGed-L,1636,60,4614,47,900,98
rGed-L,1652,60,4637,48,905,101
rGed-L,1666,60,4659,49,910,106
rGed-L,1673,60,4669,50,909,105
rGed-L,1696,66,4713,47,959,103
rGed-L,1710,66,4735,48,964,107
rGed-L,1715,67,4744,49,964,108
rGed-L,1730,67,4766,51,968,112
rGed-L,1745,68,4789,52,973,116
rGed-L,1821,77,4781,59,1037,123
rGed-L,1705,57,5057,31,852,69
rGed-L,1727,58,5083,33,861,74
rGed-L,1790,63,5241,33,921,79
rGed-L,1871,68,4664,39,958,80
rGed-L,1891,68,4685,41,965,84
rGed-L,1901,69,4695,42,968,85
rGed-L,1921,70,4716,44,975,89
rGed-L,1941,70,4738,45,982,92
rGed-L,1907,72,4771,36,995,85
rGed-L,1926,72,4793,39,1002,90
rGed-L,1937,73,4802,40,1005,90
rGed-L,1702,59,4572,21,835,37
rGed-L,1956,74,4822,42,1012,94
rGed-L,1912,76,4867,45,1030,140
rGed-L,1932,77,4887,47,1038,144
rGed-L,1943,77,4895,48,1041,145
rGed-L,1963,78,4914,51,1049,148
rGed-L,1985,79,4935,52,1058,152
rGed-L,1901,68,3415,132,972,254
rGed-L,1918,69,3431,133,980,255
rGed-L,1936,70,3448,134,989,257
rGed-L,1978,74,4844,43,1020,99
rGed-L,1682,58,4550,19,827,33
rGed-L,1662,58,4529,17,820,28
rGed-L,1652,57,4521,16,817,27
rGed-L,1813,64,5267,34,931,83
rGed-L,1834,65,5292,37,939,88
rGed-L,1857,65,5319,38,948,92
rGed-L,1942,71,5646,41,1039,109
rGed-L,1963,72,5671,44,1048,114
rGed-L,1987,73,5699,45,1057,118
rGed-L,2008,74,5723,47,1066,122
rGed-L,2021,74,5735,49,1069,123
rGed-L,1611,62,5303,11,859,43
rGed-L,1632,62,5327,14,868,47
rGed-L,1654,63,5351,15,877,51
rGed-L,1674,64,5375,18,885,55
rGed-L,1688,64,5384,19,889,57
rGed-L,1522,51,4338,8,738,7
rGed-L,1540,52,4359,11,745,11
rGed-L,1559,52,4380,12,753,16
rGed-L,1578,53,4400,15,759,21
rGed-L,1589,53,4408,15,762,22
rGed-L,1634,57,4499,14,810,22
rGed-L,1347,45,4300,23,713,47
rGed-L,1954,71,3464,136,996,259
rGed-L,1963,71,3466,136,1000,257
rGed-M,5734,507,3295,612,2882,236
rGed-M,4492,432,5089,204,2732,303
rGed-M,4513,435,5100,206,2738,308
rGed-M,4927,474,4601,240,2855,205
rGed-M,4943,477,4606,242,2857,209
rGed-M,4953,479,4605,242,2855,212
rGed-M,4971,481,4614,245,2860,219
rGed-M,4982,484,4616,247,2862,222
rGed-M,4705,347,5164,249,2901,370
rGed-M,4471,429,5077,201,2726,297
rGed-M,4736,349,5179,253,2913,375
rGed-M,4799,355,5211,259,2939,384
rGed-M,4833,358,5227,262,2951,389
rGed-M,4817,369,5251,261,2967,374
rGed-M,4845,372,5266,265,2979,378
rGed-M,4863,375,5266,267,2986,379
rGed-M,4892,378,5282,270,2997,384
rGed-M,4922,381,5299,273,3010,389
rGed-M,5010,407,5416,280,3121,405
rGed-M,4768,352,5196,256,2926,380
rGed-M,4461,427,5082,200,2725,296
rGed-M,4440,424,5072,197,2717,291
rGed-M,4579,395,5174,205,2795,348
rGed-M,3975,266,4895,105,2378,146
rGed-M,3997,268,4911,108,2385,150
rGed-M,4008,270,4911,109,2386,151
rGed-M,4030,272,4926,112,2392,155
rGed-M,4054,273,4944,114,2399,160
rGed-M,4195,300,4997,142,2535,223
rGed-M,4216,302,5012,145,2542,228
rGed-M,4240,304,5029,146,2550,233
rGed-M,4261,306,5043,149,2556,238
rGed-M,4273,308,5043,151,2556,239
rGed-M,4424,339,5056,174,2689,264
rGed-M,4447,341,5071,177,2696,269
rGed-M,4471,344,5087,179,2705,274
rGed-M,4493,346,5100,181,2711,278
rGed-M,4516,348,5116,183,2719,283
rGed-M,4486,384,5120,195,2763,327
rGed-M,4509,387,5133,198,2771,332
rGed-M,4533,390,5148,200,2780,338
rGed-M,4555,393,5160,203,2787,343
rGed-M,5039,410,5431,284,3134,411
rGed-M,5072,414,5448,287,3149,417
rGed-M,5103,417,5464,291,3161,422
rGed-M,5122,420,5463,293,3168,423
rGed-M,4577,382,5062,298,2801,346
rGed-M,4602,385,5078,300,2810,351
rGed-M,4844,442,5109,359,3012,412
rGed-M,4867,445,5121,362,3020,417
rGed-M,4892,448,5135,364,3030,422
rGed-M,4916,451,5147,367,3037,427
rGed-M,4927,454,5144,368,3039,427
rGed-M,5168,515,5315,435,3261,518
rGed-M,5192,519,5326,438,3269,523
rGed-M,5218,522,5339,440,3279,529
rGed-M,5241,525,5350,443,3286,534
rGed-M,5251,528,5345,444,3287,534
rGed-M,5326,568,5233,463,3293,406
rGed-M,5350,571,5243,466,3301,413
rGed-M,5360,574,5239,468,3304,415
rGed-M,5383,577,5248,471,3312,422
rGed-M,5393,580,5242,473,3313,424
rGed-M,5670,498,3246,596,2830,198
rGed-M,5698,502,3276,603,2852,218
rGed-M,4553,380,5048,295,2793,341
rGed-M,5798,514,3360,618,2929,260
rGed-M,4541,377,5048,293,2790,340
rGed-M,4487,354,5157,283,2768,400
rGed-M,5343,461,5875,330,3393,509
rGed-M,5373,465,5887,334,3405,514
rGed-M,5406,468,5902,337,3420,519
rGed-M,5438,472,5916,340,3432,524
rGed-M,5471,475,5932,343,3446,529
rGed-M,5683,479,6656,370,3713,608
rGed-M,5715,482,6672,373,3725,612
rGed-M,5748,485,6687,376,3739,616
rGed-M,5779,488,6701,379,3750,620
rGed-M,5813,491,6717,382,3763,624
rGed-M,4860,317,6051,403,3347,759
rGed-M,4889,319,6066,405,3356,761
rGed-M,4920,321,6082,406,3366,762
rGed-M,4949,322,6096,408,3374,762
rGed-M,4980,324,6113,409,3382,762
rGed-M,4383,344,5097,272,2729,380
rGed-M,4409,347,5111,275,2739,385
rGed-M,4436,349,5127,278,2749,391
rGed-M,4461,352,5141,281,2758,396
rGed-M,4517,375,5034,290,2781,335
rGed-M,5754,511,3298,608,2887,234
rTir-D,5454,276,4998,69,3050,111
rTir-D,5316,311,5915,95,3208,173
rTir-D,4799,242,5557,79,2854,145
rTir-D,4704,230,5354,70,2720,114
rTir-D,4671,229,5337,68,2709,109
rTir-D,4642,227,5321,65,2701,105
rTir-D,4610,226,5303,63,2690,102
rTir-D,4580,224,5288,60,2681,97
rTir-D,5997,302,6952,270,3899,522
rTir-D,5963,301,6937,268,3892,522
rTir-D,4829,243,5572,83,2864,149
rTir-D,5930,299,6923,266,3886,521
rTir-D,5874,297,6911,263,3876,523
rTir-D,5682,340,6616,127,3485,243
rTir-D,5646,338,6600,125,3473,239
rTir-D,5612,337,6587,122,3463,235
rTir-D,5575,335,6572,120,3450,231
rTir-D,5540,333,6558,117,3439,227
rTir-D,5408,317,5943,102,3236,182
rTir-D,5386,315,5945,100,3231,182
rTir-D,5907,299,6925,265,3884,524
rTir-D,5352,313,5931,97,3221,177
rTir-D,4862,245,5590,85,2875,154
rTir-D,4914,248,5606,89,2887,158
rTir-D,5684,220,7712,237,3766,472
rTir-D,5655,219,7695,236,3763,472
rTir-D,5628,218,7681,234,3762,473
rTir-D,5291,270,7066,108,3233,181
rTir-D,5257,268,7050,106,3223,177
rTir-D,5225,267,7035,103,3214,173
rTir-D,5189,265,7017,101,3203,168
rTir-D,5157,264,7001,98,3193,164
rTir-D,4893,246,5605,88,2884,158
rTir-D,5145,266,6231,97,3087,167
rTir-D,5081,263,6200,92,3068,158
rTir-D,5048,261,6181,90,3056,154
rTir-D,5016,259,6166,87,3045,149
rTir-D,5010,256,5833,88,2970,149
rTir-D,4977,254,5816,86,2960,145
rTir-D,4946,252,5801,83,2951,140
rTir-D,4913,251,5783,80,2939,136
rTir-D,4882,249,5767,78,2929,132
rTir-D,5112,264,6214,95,3076,163
rTir-D,5282,309,5900,92,3196,169
rTir-D,5152,291,5560,81,3051,143
rTir-D,5117,289,5545,79,3039,139
rTir-D,6192,361,5541,110,3564,203
rTir-D,6156,358,5526,107,3553,198
rTir-D,6122,356,5514,105,3542,194
rTir-D,6086,354,5500,103,3530,189
rTir-D,6051,351,5487,100,3518,185
rTir-D,5854,319,5184,95,3308,173
rTir-D,5819,317,5170,93,3297,169
rTir-D,5786,315,5157,91,3287,165
rTir-D,6371,382,6210,116,3830,235
rTir-D,5750,313,5142,89,3275,160
rTir-D,5630,293,5031,81,3139,137
rTir-D,5596,292,5016,79,3129,133
rTir-D,5564,290,5003,76,3120,128
rTir-D,5530,288,4988,74,3109,124
rTir-D,5497,286,4975,72,3098,119
rTir-D,5553,281,5042,75,3079,123
rTir-D,5519,279,5027,73,3070,120
rTir-D,5488,278,5013,71,3061,116
rTir-D,5716,311,5129,86,3263,155
rTir-D,6407,385,6222,119,3842,239
rTir-D,6445,387,6237,121,3855,244
rTir-D,6480,389,6248,124,3865,248
rTir-D,5084,287,5530,76,3029,135
rTir-D,5050,285,5514,74,3016,130
rTir-D,5017,283,5499,71,3005,126
rTir-D,4919,265,5399,60,2876,96
rTir-D,4898,263,5400,58,2872,95
rTir-D,4866,262,5387,55,2863,90
rTir-D,4833,260,5370,53,2851,86
rTir-D,4800,258,5355,50,2840,81
rTir-D,4821,249,5330,58,2799,91
rTir-D,4788,247,5313,56,2789,87
rTir-D,4757,245,5298,53,2779,83
rTir-D,4724,244,5281,51,2769,78
rTir-D,4693,242,5266,48,2758,74
rTir-D,6676,355,7706,117,4311,289
rTir-D,6641,353,7693,115,4303,285
rTir-D,6607,352,7680,112,4297,282
rTir-D,6570,350,7666,110,4287,279
rTir-D,6535,349,7654,107,4279,275
rTir-D,6502,391,6245,125,3868,248
rTir-D,5710,220,7726,238,3766,471
rTir-D,5726,220,7725,239,3760,467
rTir-D,5423,274,4985,66,3040,107
rTir-L,1506,53,3961,43,809,43
rTir-L,3161,119,5687,335,1983,605
rTir-L,3177,120,5704,336,1986,605
rTir-L,3195,120,5723,336,1989,604
rTir-L,2087,92,4262,79,1155,104
rTir-L,2105,93,4283,82,1162,108
rTir-L,2125,94,4305,83,1170,112
rTir-L,2142,94,4326,86,1177,116
rTir-L,2161,95,4347,88,1184,121
rTir-L,3143,119,5666,335,1979,605
rTir-L,2130,103,4457,85,1200,137
rTir-L,2169,105,4500,90,1217,148
rTir-L,2189,106,4522,93,1225,153
rTir-L,2211,107,4545,95,1235,160
rTir-L,2463,120,4731,119,1456,200
rTir-L,2485,121,4751,122,1467,204
rTir-L,2512,122,4774,124,1479,208
rTir-L,2538,123,4795,127,1491,212
rTir-L,2564,125,4816,129,1503,216
rTir-L,2149,104,4478,88,1207,142
rTir-L,3126,118,5647,334,1975,605
rTir-L,2262,100,5025,139,1314,224
rTir-L,2244,99,5004,138,1308,219
rTir-L,1565,54,4040,50,829,56
rTir-L,1652,59,4150,54,899,58
rTir-L,1666,59,4170,55,903,61
rTir-L,1682,60,4192,57,909,64
rTir-L,1697,60,4211,59,913,68
rTir-L,1713,60,4232,61,919,71
rTir-L,1778,67,4283,67,978,78
rTir-L,1793,67,4303,69,983,81
rTir-L,1800,67,4311,70,984,82
rTir-L,1815,68,4331,72,988,85
rTir-L,1831,68,4353,74,994,88
rTir-L,1912,80,4561,90,1084,138
rTir-L,1927,80,4580,92,1090,142
rTir-L,1943,80,4603,94,1096,145
rTir-L,1959,81,4622,96,1101,150
rTir-L,1977,81,4644,98,1108,154
rTir-L,2204,98,4956,132,1297,212
rTir-L,2220,99,4977,134,1302,216
rTir-L,2228,99,4984,135,1303,216
rTir-L,2709,136,5099,141,1614,225
rTir-L,1520,53,3980,45,814,46
rTir-L,2728,137,5119,143,1621,229
rTir-L,2748,139,5141,145,1630,232
rTir-L,2085,112,3582,108,1130,133
rTir-L,2091,112,3584,109,1131,133
rTir-L,2104,113,3598,111,1136,138
rTir-L,2120,114,3614,112,1142,143
rTir-L,2166,129,3541,114,1160,110
rTir-L,2179,130,3557,117,1166,116
rTir-L,2194,131,3575,119,1173,124
rTir-L,2206,132,3589,121,1178,130
rTir-L,2212,133,3592,123,1180,132
rTir-L,2422,164,3678,171,1343,235
rTir-L,2438,165,3691,174,1351,240
rTir-L,2443,166,3689,175,1351,240
rTir-L,2456,167,3698,176,1356,243
rTir-L,2471,168,3711,178,1363,249
rTir-L,2458,188,3399,169,1259,118
rTir-L,2474,189,3411,172,1268,126
rTir-L,2479,190,3409,174,1271,127
rTir-L,2492,191,3418,176,1278,134
rTir-L,2508,192,3429,178,1287,141
rTir-L,2071,111,3567,105,1125,128
rTir-L,1549,54,4021,48,824,52
rTir-L,2016,98,3548,97,1077,112
rTir-L,1988,97,3515,93,1067,102
rTir-L,2767,139,5159,147,1637,235
rTir-L,2788,140,5180,148,1644,237
rTir-L,2921,151,5681,160,1777,257
rTir-L,2941,152,5699,162,1784,260
rTir-L,2962,154,5721,164,1793,262
rTir-L,2981,154,5738,165,1800,266
rTir-L,3002,156,5757,166,1807,268
rTir-L,2607,111,4903,199,1564,380
rTir-L,2625,112,4920,201,1569,381
rTir-L,2634,112,4924,201,1569,378
rTir-L,2650,113,4939,202,1573,379
rTir-L,2669,114,4956,203,1579,380
rTir-L,1871,89,3492,83,1027,106
rTir-L,1885,89,3507,85,1031,110
rTir-L,1901,89,3524,86,1037,114
rTir-L,1915,90,3539,89,1041,118
rTir-L,1931,91,3555,90,1047,122
rTir-L,1969,96,3496,89,1062,95
rTir-L,1982,96,3511,92,1067,100
rTir-L,2001,98,3530,95,1071,107
rTir-L,1535,53,4000,46,819,49
rTir-M,4749,333,5261,173,2917,214
rTir-M,6124,609,4747,624,3161,241
rTir-M,6577,613,7024,560,4042,745
rTir-M,6624,617,7034,566,4062,757
rTir-M,6675,622,7049,572,4086,769
rTir-M,6724,627,7061,578,4107,780
rTir-M,6777,631,7074,584,4131,792
rTir-M,4278,266,5160,116,2581,140
rTir-M,4308,268,5176,118,2592,144
rTir-M,4339,270,5193,121,2605,149
rTir-M,5877,562,6134,316,3623,357
rTir-M,4369,272,5209,124,2615,154
rTir-M,4421,290,5268,124,2696,163
rTir-M,4452,292,5284,127,2708,168
rTir-M,4484,294,5302,129,2721,173
rTir-M,4516,296,5317,132,2732,178
rTir-M,4537,298,5317,134,2738,179
rTir-M,4665,320,5393,150,2862,195
rTir-M,4696,322,5409,153,2875,200
rTir-M,4729,324,5427,156,2888,205
rTir-M,4401,274,5227,126,2626,158
rTir-M,5847,558,6121,314,3612,351
rTir-M,5819,555,6110,311,3603,346
rTir-M,5790,552,6097,310,3592,339
rTir-M,4722,331,5246,170,2907,209
rTir-M,4795,337,5275,177,2931,217
rTir-M,4825,340,5291,179,2941,221
rTir-M,4623,351,4972,147,2743,106
rTir-M,4651,354,4988,150,2754,111
rTir-M,4668,356,4987,151,2759,112
rTir-M,4696,359,5000,154,2769,117
rTir-M,4725,361,5016,156,2780,122
rTir-M,5214,440,5278,255,3210,366
rTir-M,5249,443,5291,259,3225,371
rTir-M,5274,447,5289,261,3234,371
rTir-M,5311,450,5300,265,3248,375
rTir-M,5350,454,5316,268,3265,379
rTir-M,5688,501,5304,274,3471,268
rTir-M,5764,510,5370,283,3522,287
rTir-M,5798,514,5374,285,3536,285
rTir-M,5839,518,5389,286,3551,284
rTir-M,5872,521,5399,285,3558,279
rTir-M,5762,548,6085,307,3582,334
rTir-M,4760,327,5442,158,2899,210
rTir-M,4767,335,5261,174,2922,213
rTir-M,4793,329,5460,161,2912,215
rTir-M,5007,368,5557,192,3096,261
rTir-M,4582,375,5388,211,2839,195
rTir-M,4608,378,5403,214,2848,201
rTir-M,4623,380,5402,215,2851,202
rTir-M,4648,382,5415,218,2859,207
rTir-M,4674,385,5430,220,2868,213
rTir-M,4773,440,5437,255,2943,224
rTir-M,4799,443,5450,259,2952,230
rTir-M,4827,446,5464,261,2964,237
rTir-M,4499,338,5423,189,2755,181
rTir-M,4853,449,5477,264,2972,243
rTir-M,5132,531,5485,338,3130,231
rTir-M,5158,534,5495,341,3140,238
rTir-M,5171,537,5491,342,3143,240
rTir-M,5197,541,5501,345,3151,247
rTir-M,5210,544,5495,347,3153,248
rTir-M,6062,600,4736,613,3135,215
rTir-M,6088,603,4745,617,3147,226
rTir-M,6100,606,4738,620,3151,230
rTir-M,4868,452,5473,265,2975,244
rTir-M,4472,336,5407,187,2746,176
rTir-M,4448,333,5392,185,2738,171
rTir-M,4421,331,5376,183,2727,165
rTir-M,5042,371,5574,194,3111,265
rTir-M,5073,374,5589,197,3123,270
rTir-M,5108,377,5604,199,3136,275
rTir-M,5340,424,5764,228,3349,317
rTir-M,5374,427,5778,231,3363,322
rTir-M,5410,430,5795,234,3378,327
rTir-M,5443,433,5808,237,3390,332
rTir-M,5492,437,5840,240,3411,341
rTir-M,5711,492,6126,262,3587,351
rTir-M,5745,496,6140,265,3600,356
rTir-M,5781,499,6155,268,3615,360
rTir-M,5816,503,6168,271,3628,364
rTir-M,5852,506,6183,272,3642,369
rTir-M,4211,292,5352,142,2581,107
rTir-M,4236,294,5368,145,2589,112
rTir-M,4263,296,5385,147,2599,118
rTir-M,4287,298,5400,150,2606,123
rTir-M,4301,300,5400,151,2609,124
rTir-M,4396,329,5361,180,2719,160
rTir-M,4976,366,5542,189,3084,256
rTir-M,6134,612,4739,626,3165,245
